city,state_name,county_name
Sheridan,Michigan,Montcalm
Klamath,California,Del Norte
Eldon,Iowa,Wapello
Blairsville,Georgia,Union
Hancock,Minnesota,Stevens
Holly Pond,Alabama,Cullman
Lacomb,Oregon,Linn
Alburnett,Iowa,Linn
Loch Lloyd,Missouri,Cass
Lumpkin,Georgia,Stewart
Thornton,California,San Joaquin
Garnavillo,Iowa,Clayton
Guernsey,Wyoming,Platte
Sand Rock,Alabama,Cherokee
Newland,North Carolina,Avery
Petaluma Center,California,Sonoma
Monterey Park,New Mexico,Valencia
Rocky Hill,New Jersey,Somerset
Hartford,Iowa,Warren
Mescalero,New Mexico,Otero
Buffalo,Indiana,White
Keefton,Oklahoma,Muskogee
Leesburg,Alabama,Cherokee
Perryville,Kentucky,Boyle
Maplesville,Alabama,Chilton
Donnellson,Iowa,Lee
Point Blank,Texas,San Jacinto
Vader,Washington,Lewis
Morrisdale,Pennsylvania,Clearfield
The Cliffs Valley,South Carolina,Greenville
Saucier,Mississippi,Harrison
Granite,Utah,Salt Lake
Kivalina,Alaska,Northwest Arctic
Olympian Village,Missouri,Jefferson
Alliance,North Carolina,Pamlico
Schurz,Nevada,Mineral
Bromley,Kentucky,Kenton
Manville,South Carolina,Lee
Natrona,Pennsylvania,Allegheny
Milltown,Indiana,Crawford
Harmony,North Carolina,Iredell
Brooklyn,Illinois,St. Clair
Oak Ridge,Texas,Kaufman
Remington,Virginia,Fauquier
Avoca,Arkansas,Benton
Alleghenyville,Pennsylvania,Berks
Inkom,Idaho,Bannock
Dorris,California,Siskiyou
Freeburg,Pennsylvania,Snyder
Morrison,Tennessee,Warren
Shueyville,Iowa,Johnson
McKee,Kentucky,Jackson
Kendall,Washington,Whatcom
Horine,Missouri,Jefferson
Houck,Arizona,Apache
South Point,Texas,Cameron
Viburnum,Missouri,Iron
Uniontown,Kentucky,Union
Villa Hugo I,Puerto Rico,Canóvanas
Sunset Village,Georgia,Upson
Rio Grande,Ohio,Gallia
Beaverdale,Pennsylvania,Cambria
Bude,Mississippi,Franklin
Miller,Missouri,Lawrence
Agency,Missouri,Buchanan
Pea Ridge,Alabama,Shelby
Glenwillow,Ohio,Cuyahoga
Ashland,Kansas,Clark
Baltic,Ohio,Tuscarawas
Burnsville,Mississippi,Tishomingo
Auburndale,Wisconsin,Wood
Castleton Four Corners,Vermont,Rutland
Beavertown,Pennsylvania,Snyder
Ferguson,Kentucky,Pulaski
Dunkirk,Ohio,Hardin
Paradise,Utah,Cache
Okoboji,Iowa,Dickinson
West Winfield,New York,Herkimer
Williamsdale,Ohio,Butler
Lebo,Kansas,Coffey
Lenkerville,Pennsylvania,Dauphin
Bunnlevel,North Carolina,Harnett
Pylesville,Maryland,Harford
Kanawha,Iowa,Hancock
Greendale,Missouri,St. Louis
Swedesburg,Pennsylvania,Montgomery
Loretto,Minnesota,Hennepin
Netarts,Oregon,Tillamook
Bloomsbury,New Jersey,Hunterdon
Brooksville,Kentucky,Bracken
Volente,Texas,Travis
Sweetwater,New Jersey,Atlantic
Afton,Oklahoma,Ottawa
Chilton,Texas,Falls
Green River,Utah,Emery
Chesnee,South Carolina,Spartanburg
Hato Arriba,Puerto Rico,San Sebastián
Evarts,Kentucky,Harlan
Beaver Meadows,Pennsylvania,Carbon
Bluewater,Arizona,La Paz
Abbottstown,Pennsylvania,Adams
Lowden,Iowa,Cedar
New Madison,Ohio,Darke
Lanesboro,Minnesota,Fillmore
Coggon,Iowa,Linn
Hilltop Lakes,Texas,Leon
Pleasant Lake,Indiana,Steuben
Colton,South Dakota,Minnehaha
Arapaho,Oklahoma,Custer
Hernandez,New Mexico,Rio Arriba
Landfall,Minnesota,Washington
Alpha,Illinois,Henry
Mayesville,South Carolina,Sumter
La Rue,Ohio,Marion
Leesburg,Indiana,Kosciusko
Plymptonville,Pennsylvania,Clearfield
Mankato,Kansas,Jewell
Cowley,Wyoming,Big Horn
Millerton,New York,Dutchess
May Creek,Washington,Snohomish
Homecroft,Indiana,Marion
Mifflintown,Pennsylvania,Juniata
Glasgow,West Virginia,Kanawha
Scotland,South Dakota,Bon Homme
Elkview,West Virginia,Kanawha
Unalakleet,Alaska,Nome
Electric City,Washington,Grant
Klondike Corner,New Hampshire,Hillsborough
Montreal,Wisconsin,Iron
Bogue,North Carolina,Carteret
Floyd,Arkansas,White
Tribune,Kansas,Greeley
Dunkerton,Iowa,Black Hawk
Buffalo Soapstone,Alaska,Matanuska-Susitna
Red Butte,Wyoming,Natrona
La Hacienda,New Mexico,Luna
Queen Valley,Arizona,Pinal
Meriden,Kansas,Jefferson
Roy,Washington,Pierce
Pearl City,Illinois,Stephenson
Empire City,Oklahoma,Stephens
Kenefick,Texas,Liberty
Brenda,Arizona,La Paz
New Haven,Kentucky,Nelson
Lake Kathryn,Florida,Lake
Fieldale,Virginia,Henry
Nortonville,Kansas,Jefferson
Gratton,Virginia,Tazewell
Quapaw,Oklahoma,Ottawa
Forest Hill,Louisiana,Rapides
Watkins,Minnesota,Meeker
Shelby,Iowa,Pottawattamie
Alice Acres,Texas,Jim Wells
Tabernash,Colorado,Grand
Keiser,Arkansas,Mississippi
Coleman,Florida,Sumter
Breesport,New York,Chemung
Davis,West Virginia,Tucker
Newman,Illinois,Douglas
Ocean Isle Beach,North Carolina,Brunswick
Ballard,California,Santa Barbara
Riceville,Iowa,Howard
Tomás de Castro,Puerto Rico,Caguas
Macy,Nebraska,Thurston
Reece City,Alabama,Etowah
Apple Canyon Lake,Illinois,Jo Daviess
Auxier,Kentucky,Floyd
Lavalette,West Virginia,Wayne
Búfalo,Puerto Rico,Barceloneta
Eighty Four,Pennsylvania,Washington
Weston,Connecticut,Western Connecticut
Wamac,Illinois,Washington
Preston,Maryland,Caroline
Troy,Kansas,Doniphan
Challis,Idaho,Custer
Pleasantville,Pennsylvania,Venango
Pocahontas,Illinois,Bond
Blue Hill,Nebraska,Webster
Stoneboro,Pennsylvania,Mercer
Hopkins,Michigan,Allegan
Battle Lake,Minnesota,Otter Tail
Deport,Texas,Lamar
Howe,Oklahoma,Le Flore
Mentone,Indiana,Kosciusko
Middleburg,Virginia,Loudoun
Hana,Hawaii,Maui
Bearden,Arkansas,Ouachita
Summertown,Tennessee,Lawrence
Zia Pueblo,New Mexico,Sandoval
Berry Creek,California,Butte
Alden,Iowa,Hardin
Alma,Wisconsin,Buffalo
Walnut Springs,Texas,Bosque
Hardin,Illinois,Calhoun
Lyndon Station,Wisconsin,Juneau
Varnamtown,North Carolina,Brunswick
East Stone Gap,Virginia,Wise
Rockwood,Pennsylvania,Somerset
Anacoco,Louisiana,Vernon
Challenge-Brownsville,California,Yuba
Johnson Park,California,Shasta
New Vernon,New Jersey,Morris
Lilesville,North Carolina,Anson
McClure,Ohio,Henry
Stockbridge,Wisconsin,Calumet
Hewitt,Wisconsin,Wood
Taylor Ferry,Oklahoma,Wagoner
Livingston,Illinois,Madison
Spring Ridge,Pennsylvania,Berks
Cedarville,Maryland,Prince George's
Gardiner,Montana,Park
Scottsmoor,Florida,Brevard
Woodlawn Park,Kentucky,Jefferson
Talbotton,Georgia,Talbot
Hennepin,Illinois,Putnam
Le Roy,Minnesota,Mower
Climax,Michigan,Kalamazoo
Black Rock,Arkansas,Lawrence
Waynetown,Indiana,Montgomery
Eden,Maryland,Somerset
Science Hill,Kentucky,Pulaski
Iron Mountain Lake,Missouri,St. Francois
Dexter,Oregon,Lane
Maxwell,Iowa,Story
Sheffield,Illinois,Bureau
Atlanta,Indiana,Hamilton
Bowman,South Carolina,Orangeburg
Silver City,North Carolina,Hoke
Hoffman,North Carolina,Richmond
Pastoria,Virginia,Accomack
Dayton,Iowa,Webster
Eldorado,Ohio,Preble
Brady,Washington,Grays Harbor
Allgood,Alabama,Blount
St. Mary's,Alaska,Kusilvak
St. Joseph,Tennessee,Lawrence
Micro,North Carolina,Johnston
Hoytsville,Utah,Summit
Philo,Ohio,Muskingum
Sheridan,Montana,Madison
Crowell,Texas,Foard
Bradbury,California,Los Angeles
Sadsburyville,Pennsylvania,Chester
Genoa,Nebraska,Nance
Bloomville,Ohio,Seneca
Alger,Ohio,Hardin
Wayne,Oklahoma,McClain
Denali Park,Alaska,Denali
Exira,Iowa,Audubon
Lometa,Texas,Lampasas
Matinecock,New York,Nassau
Orrick,Missouri,Ray
Port Sanilac,Michigan,Sanilac
Edgewood,Iowa,Delaware
Petersburg,Texas,Hale
Teton,Idaho,Fremont
Laguna,New Mexico,Cibola
Falkner,Mississippi,Tippah
Bardwell,Texas,Ellis
Glasford,Illinois,Peoria
Ogden,Illinois,Champaign
Highland,Maryland,Howard
St. Clair,Minnesota,Blue Earth
Lilly,Pennsylvania,Cambria
Airport Drive,Missouri,Jasper
Jasper,Missouri,Jasper
Pleasant Plains,Illinois,Sangamon
Sunbright,Tennessee,Morgan
Duck Hill,Mississippi,Montgomery
Roff,Oklahoma,Pontotoc
New Florence,Missouri,Montgomery
Markleville,Indiana,Madison
Lakewood Village,Texas,Denton
Opal,Virginia,Fauquier
Baneberry,Tennessee,Jefferson
Shenandoah Shores,Virginia,Warren
Calhoun,Kentucky,McLean
Sausal,New Mexico,Valencia
Grandview,Indiana,Spencer
Silver Cliff,Colorado,Custer
Wood Heights,Missouri,Ray
Spokane Creek,Montana,Broadwater
Albany,Illinois,Whiteside
Gibsland,Louisiana,Bienville
Butte Creek Canyon,California,Butte
North,South Carolina,Orangeburg
Tresckow,Pennsylvania,Carbon
Fertile,Minnesota,Polk
Wataga,Illinois,Knox
Parksley,Virginia,Accomack
Redfield,Iowa,Dallas
Salem,Kentucky,Livingston
Grundy,Virginia,Buchanan
Wonderland Homes,South Dakota,Meade
Whitley City,Kentucky,McCreary
Pepin,Wisconsin,Pepin
Stewartsville,Missouri,DeKalb
Road Runner,Texas,Cooke
Sand Springs,Texas,Howard
Pamelia Center,New York,Jefferson
Evansville,Illinois,Randolph
Rich Creek,Virginia,Giles
Vici,Oklahoma,Dewey
Elkville,Illinois,Jackson
Dexter,Iowa,Dallas
Gisela,Arizona,Gila
Candelero Arriba,Puerto Rico,Humacao
Kiowa,Kansas,Barber
Hunting Valley,Ohio,Cuyahoga
Humboldt,Nebraska,Richardson
Rich Square,North Carolina,Northampton
Kinsman Center,Ohio,Trumbull
Belle Center,Ohio,Logan
Peletier,North Carolina,Carteret
Blooming Grove,Texas,Navarro
Utica,Mississippi,Hinds
Le Grand,Iowa,Marshall
Cyril,Oklahoma,Caddo
Chesapeake City,Maryland,Cecil
Taholah,Washington,Grays Harbor
Ringwood,Illinois,McHenry
Indian Hills,New Mexico,Torrance
Luxora,Arkansas,Mississippi
Wadesville,Indiana,Posey
La Belle,Missouri,Lewis
Bradenton Beach,Florida,Manatee
Courtland,Alabama,Lawrence
Boswell,Oklahoma,Choctaw
Lower Brule,South Dakota,Lyman
Rockport,Arkansas,Hot Spring
Orebank,Tennessee,Sullivan
West Milton,Pennsylvania,Union
Riceville,Tennessee,McMinn
Rockford,Alabama,Coosa
Farmersville,Pennsylvania,Lancaster
Plain,Wisconsin,Sauk
Shiocton,Wisconsin,Outagamie
East Bank,West Virginia,Kanawha
Beckville,Texas,Panola
Freelandville,Indiana,Knox
Pickensville,Alabama,Pickens
Liberal,Missouri,Barton
Harwood,North Dakota,Cass
Elkton,Michigan,Huron
Oshkosh,Nebraska,Garden
Brinnon,Washington,Jefferson
Clifton,Idaho,Franklin
Lee,Florida,Madison
Valley View,Texas,Cooke
Bradford,Illinois,Stark
Frenchburg,Kentucky,Menifee
Wurtemburg,Pennsylvania,Lawrence
Central,Utah,Washington
Happy Valley,Alaska,Kenai Peninsula
Tipton,Oklahoma,Tillman
Milo,Iowa,Warren
Lake Timberline,Missouri,St. Francois
Seabeck,Washington,Kitsap
Redmond,Utah,Sevier
Imboden,Arkansas,Lawrence
Johnson,Oklahoma,Pottawatomie
Randolph,Utah,Rich
Ryan,Oklahoma,Jefferson
Deshler,Nebraska,Thayer
Shannon,Illinois,Carroll
Beemer,Nebraska,Cuming
Catheys Valley,California,Mariposa
Lockesburg,Arkansas,Sevier
Gilbertown,Alabama,Choctaw
Kapp Heights,Pennsylvania,Northumberland
New Chapel Hill,Texas,Smith
Bradley Junction,Florida,Polk
Moores Hill,Indiana,Dearborn
Velda Village Hills,Missouri,St. Louis
Holdingford,Minnesota,Stearns
Fieldbrook,California,Humboldt
Krotz Springs,Louisiana,St. Landry
Raymond,Minnesota,Kandiyohi
Golinda,Texas,Falls
Peconic,New York,Suffolk
Desoto Acres,Florida,Sarasota
Steinhatchee,Florida,Taylor
Las Palmas II,Texas,Cameron
Fort Chiswell,Virginia,Wythe
Oneida,Illinois,Knox
Oak City,Utah,Millard
Valle Hill,Puerto Rico,Canóvanas
Anchor Bay,California,Mendocino
Coulterville,Illinois,Randolph
Roachdale,Indiana,Putnam
West Salem,Illinois,Edwards
Lake Norden,South Dakota,Hamlin
Cleveland,New York,Oswego
Garibaldi,Oregon,Tillamook
Columbia,Alabama,Houston
Limestone,Oklahoma,Rogers
Lake Petersburg,Illinois,Menard
Hosford,Florida,Liberty
Kirkwood,Illinois,Warren
Lyons,Ohio,Fulton
Westwood,California,Lassen
JAARS,North Carolina,Union
Antioch,Georgia,Harris
Mineral Springs,Indiana,Bartholomew
Owensville,Ohio,Clermont
Napoleon,North Dakota,Logan
Turbotville,Pennsylvania,Northumberland
Hankinson,North Dakota,Richland
Maple Hill,Kansas,Wabaunsee
Correctionville,Iowa,Woodbury
Carson,Iowa,Pottawattamie
Bartelso,Illinois,Clinton
Chevy Chase Section Five,Maryland,Montgomery
Delano,Tennessee,Polk
Parker Strip,Arizona,La Paz
Harveysburg,Ohio,Warren
Clarence,Pennsylvania,Centre
Eastborough,Kansas,Sedgwick
Vermontville,Michigan,Eaton
Paragon Estates,Colorado,Boulder
Waleska,Georgia,Cherokee
Savoonga,Alaska,Nome
Nunapitchuk,Alaska,Bethel
Gallipolis Ferry,West Virginia,Mason
Gulf Stream,Florida,Palm Beach
Damascus,Virginia,Washington
Cameron,Arizona,Coconino
Belle Terre,New York,Suffolk
Ruthven,Iowa,Palo Alto
Galena,Maryland,Kent
Potter Lake,Wisconsin,Walworth
Oxford,Iowa,Johnson
Eden,Wisconsin,Fond du Lac
Monte Rio,California,Sonoma
Cambria,Wisconsin,Columbia
Erick,Oklahoma,Beckham
Moreauville,Louisiana,Avoyelles
Seven Mile,Arizona,Navajo
East Bend,North Carolina,Yadkin
Elmwood,Nebraska,Cass
Ashkum,Illinois,Iroquois
Sharptown,Maryland,Wicomico
Union Grove,Texas,Upshur
Magdalena,New Mexico,Socorro
Sutton,West Virginia,Braxton
Lucerne Mines,Pennsylvania,Indiana
Readlyn,Iowa,Bremer
Shelter Cove,California,Humboldt
Adams,Minnesota,Mower
Ridgway,Illinois,Gallatin
Elizabeth,Illinois,Jo Daviess
Lake Ivanhoe,Wisconsin,Walworth
Welling,Oklahoma,Cherokee
Unionville,Pennsylvania,Chester
Fairchilds,Texas,Fort Bend
Lake Carroll,Illinois,Carroll
Valliant,Oklahoma,McCurtain
Ingleside on the Bay,Texas,San Patricio
Gillis,Louisiana,Calcasieu
New Hartford,Iowa,Butler
Boys Town,Nebraska,Douglas
Latimer,Iowa,Franklin
Mountain Gate,California,Shasta
Franklin,Kansas,Crawford
Bauxite,Arkansas,Saline
Paisley,Florida,Lake
Beulah Valley,Colorado,Pueblo
Crab Orchard,Kentucky,Lincoln
Lincoln Park,Georgia,Upson
Tiskilwa,Illinois,Bureau
Ray,North Dakota,Williams
Bantam,Connecticut,Northwest Hills
Lecompton,Kansas,Douglas
Wanamie,Pennsylvania,Luzerne
Rockford,Indiana,Jackson
Bryant,South Dakota,Hamlin
Curtis,Nebraska,Frontier
Metamora,Michigan,Lapeer
Cokeburg,Pennsylvania,Washington
Barton,Maryland,Allegany
Manilla,Iowa,Crawford
Puryear,Tennessee,Henry
Lacona,New York,Oswego
Richardton,North Dakota,Stark
Cedar Bluffs,Nebraska,Saunders
Owyhee,Nevada,Elko
Kinston,Alabama,Coffee
Fillmore,Indiana,Putnam
Deerfield,Kansas,Kearny
Inez,Kentucky,Martin
Elsinore,Utah,Sevier
Hoyt,Kansas,Jackson
Valle Vista,New Mexico,Santa Fe
Copan,Oklahoma,Washington
Rosa,Alabama,Blount
Ringtown,Pennsylvania,Schuylkill
Weir,Mississippi,Choctaw
Norwood Court,Missouri,St. Louis
Mullan,Idaho,Shoshone
Kykotsmovi Village,Arizona,Navajo
Happy,Texas,Swisher
Falcon Heights,Oregon,Klamath
Sunray,Oklahoma,Stephens
Camptown,Virginia,Isle of Wight
Earlville,New York,Chenango
Hubbard,Iowa,Hardin
Buras,Louisiana,Plaquemines
Early,Iowa,Sac
Los Luceros,New Mexico,Rio Arriba
Pilot Knob,Missouri,Iron
Boissevain,Virginia,Tazewell
Belgrade,Minnesota,Stearns
Inverness,Mississippi,Sunflower
Oscoda,Michigan,Iosco
Cedar Key,Florida,Levy
Aguanga,California,Riverside
Farmersville,Illinois,Montgomery
Mound City,Illinois,Pulaski
Hester,Louisiana,St. James
Shabbona,Illinois,DeKalb
Castlewood,South Dakota,Hamlin
Horseshoe Bend,Idaho,Boise
Lumberport,West Virginia,Harrison
Spring Valley,Kentucky,Jefferson
East Prospect,Pennsylvania,York
Golconda,Illinois,Pope
Arthurdale,West Virginia,Preston
Duck Key,Florida,Monroe
White,Georgia,Bartow
Normangee,Texas,Leon
Koppel,Pennsylvania,Beaver
Reid Hope King,Texas,Cameron
Port Royal,Pennsylvania,Juniata
Carthage,Indiana,Rush
Mount Hope,Kansas,Sedgwick
Jonesburg,Missouri,Montgomery
Lake Tapawingo,Missouri,Jackson
New Houlka,Mississippi,Chickasaw
Corriganville,Maryland,Allegany
Surfside Beach,Texas,Brazoria
Junction City,Illinois,Marion
West Concord,Minnesota,Dodge
Union,Illinois,McHenry
Jefferson,South Carolina,Chesterfield
Rock Island,Oklahoma,Le Flore
Woonsocket,South Dakota,Sanborn
Melbourne Village,Florida,Brevard
Fripp Island,South Carolina,Beaufort
Shellsburg,Iowa,Benton
La Center,Kentucky,Ballard
Vienna,Missouri,Maries
Heritage Bay,Florida,Collier
Upper Marlboro,Maryland,Prince George's
Middleton,Tennessee,Hardeman
Iron River,Wisconsin,Bayfield
Annetta South,Texas,Parker
Munds Park,Arizona,Coconino
Eastview,Tennessee,McNairy
Gibson,North Carolina,Scotland
Tumbling Shoals,Arkansas,Cleburne
Green Meadows,Oregon,Umatilla
Lilydale,Minnesota,Dakota
North High Shoals,Georgia,Oconee
Saugatuck,Michigan,Allegan
La Veta,Colorado,Huerfano
Neapolis,Ohio,Lucas
Lyons,Nebraska,Burt
Neotsu,Oregon,Lincoln
Union Deposit,Pennsylvania,Dauphin
Appling,Georgia,Columbia
Myrtle,Mississippi,Union
Morehouse,Missouri,New Madrid
Colo,Iowa,Story
Welcome,Louisiana,St. James
Dunbar,South Carolina,Georgetown
Sligo,Pennsylvania,Clarion
Hillman,Michigan,Montmorency
Rockford,Tennessee,Blount
Clay Center,Nebraska,Clay
Kenwood,California,Sonoma
Chalfant,Pennsylvania,Allegheny
Durhamville,New York,Oneida
Mississippi Valley State University,Mississippi,Leflore
Laytonsville,Maryland,Montgomery
Wiconsico,Pennsylvania,Dauphin
Ashmore,Illinois,Coles
Tetherow,Oregon,Deschutes
Winter Park,Colorado,Grand
Hickman,California,Stanislaus
Winfall,North Carolina,Perquimans
Medaryville,Indiana,Pulaski
Almena,Wisconsin,Barron
Crossville,Illinois,White
Quasqueton,Iowa,Buchanan
San Leanna,Texas,Travis
Waterville,Kansas,Marshall
Aulander,North Carolina,Bertie
Garrison,Kentucky,Lewis
Chama,New Mexico,Rio Arriba
Quitman,Arkansas,Cleburne
Buffalo,Ohio,Guernsey
DeBordieu Colony,South Carolina,Georgetown
Mechanicsburg,Illinois,Sangamon
Grenloch,New Jersey,Camden
Fountain City,Wisconsin,Buffalo
Furman,South Carolina,Hampton
Barboursville,Virginia,Orange
Pikeville,North Carolina,Wayne
Wessington Springs,South Dakota,Jerauld
Isle,Minnesota,Mille Lacs
Nittany,Pennsylvania,Centre
Sulphur Rock,Arkansas,Independence
Royal Center,Indiana,Cass
Danville,Ohio,Knox
Sewickley Heights,Pennsylvania,Allegheny
Spur,Texas,Dickens
Glenwood,Georgia,Wheeler
Mortons Gap,Kentucky,Hopkins
Fairfield,Montana,Teton
Cedar Crest,New Mexico,Bernalillo
Bethel Springs,Tennessee,McNairy
Lakeport,Michigan,St. Clair
Whitewood,South Dakota,Lawrence
Oldenburg,Indiana,Franklin
Hopeland,Pennsylvania,Lancaster
Startup,Washington,Snohomish
Marco Shores-Hammock Bay,Florida,Collier
North Irwin,Pennsylvania,Westmoreland
King City,Missouri,Gentry
Smoot,Wyoming,Lincoln
La Farge,Wisconsin,Vernon
Odessa,Washington,Lincoln
West Alto Bonito,Texas,Starr
Crowder,Mississippi,Quitman
Owaneco,Illinois,Christian
Clay City,Illinois,Clay
Axtell,Nebraska,Kearney
Wanblee,South Dakota,Jackson
Attapulgus,Georgia,Decatur
Klawock,Alaska,Prince of Wales-Hyder
Hemingford,Nebraska,Box Butte
Strykersville,New York,Wyoming
Bardwell,Kentucky,Carlisle
Dewar,Oklahoma,Okmulgee
Ivy,Virginia,Albemarle
Pleasant Hill,Texas,Polk
Cumby,Texas,Hopkins
Rockvale,Colorado,Fremont
Nuangola,Pennsylvania,Luzerne
Saltillo,Tennessee,Hardin
Sanford,Michigan,Midland
Motley,Virginia,Pittsylvania
Bayshore,Oregon,Lincoln
Wallace,California,Calaveras
Mi-Wuk Village,California,Tuolumne
Accoville,West Virginia,Logan
Bevier,Missouri,Macon
Lyndonville,New York,Orleans
Mount Summit,Indiana,Henry
Hopedale,Illinois,Tazewell
Jasper,Minnesota,Rock
Steele,North Dakota,Kidder
Fort Green Springs,Florida,Hardee
Plattsville,Connecticut,Greater Bridgeport
Quebrada,Puerto Rico,Camuy
Arabi,Georgia,Crisp
Lake Latonka,Pennsylvania,Mercer
Wells,Texas,Cherokee
East Avon,New York,Livingston
Conneautville,Pennsylvania,Crawford
Pleasant View Village,Indiana,Bartholomew
Browndale,Pennsylvania,Wayne
Deer Park,California,Napa
Alta,California,Placer
McCool Junction,Nebraska,York
Beaver Springs,Pennsylvania,Snyder
Red Cross,North Carolina,Stanly
New Site,Alabama,Tallapoosa
Ponemah,Minnesota,Beltrami
North Haverhill,New Hampshire,Grafton
Batavia,Montana,Flathead
McLeansville,North Carolina,Guilford
San Jose,New Mexico,Rio Arriba
Malin,Oregon,Klamath
Sabinal,Texas,Uvalde
Prairie City,Oregon,Grant
Foxfield,Colorado,Arapahoe
Oakville,Washington,Grays Harbor
Hebron,North Dakota,Morton
Meridian Station,Mississippi,Lauderdale
Mulberry Grove,Illinois,Bond
Tidioute,Pennsylvania,Warren
Middle Amana,Iowa,Iowa
Denmark,Iowa,Lee
Mott,North Dakota,Hettinger
Ponce de Leon,Florida,Holmes
Rule,Texas,Haskell
Sanders,Arizona,Apache
Maringouin,Louisiana,Iberville
Andrews,Florida,Levy
St. Florian,Alabama,Lauderdale
Friendship,Wisconsin,Adams
Midway,Pennsylvania,Adams
Akutan,Alaska,Aleutians East
Wartrace,Tennessee,Bedford
Waikoloa Beach Resort,Hawaii,Hawaii
Hemlock,New York,Livingston
Watterson Park,Kentucky,Jefferson
Menno,South Dakota,Hutchinson
Black Creek,North Carolina,Wilson
Houston Acres,Kentucky,Jefferson
Bridge Creek,Oklahoma,Grady
Gilbertville,Iowa,Black Hawk
Downey,Idaho,Bannock
Keysville,Virginia,Charlotte
Tatum,New Mexico,Lea
Indian Springs,Nevada,Clark
Wilroads Gardens,Kansas,Ford
Braymer,Missouri,Caldwell
Grand View Estates,Colorado,Douglas
Georgetown,Idaho,Bear Lake
Benzonia,Michigan,Benzie
Hamer,South Carolina,Dillon
Little Falls,Maine,Cumberland
Scribner,Nebraska,Dodge
Foreston,Minnesota,Mille Lacs
Niota,Tennessee,McMinn
Hardwood Acres,Michigan,Benzie
Scooba,Mississippi,Kemper
Palmer,Tennessee,Grundy
Walton,Indiana,Cass
McClellanville,South Carolina,Charleston
Pioneer Junction,Montana,Lincoln
Columbiaville,Michigan,Lapeer
Waverly Hall,Georgia,Harris
Rising Star,Texas,Eastland
Virgin,Utah,Washington
Miracle Valley,Arizona,Cochise
Briaroaks,Texas,Johnson
Milton,Kentucky,Trimble
Niantic,Illinois,Macon
Lashmeet,West Virginia,Mercer
Lakeside,California,Kern
Cumberland,Oklahoma,Marshall
Russia,Ohio,Shelby
Morning Sun,Iowa,Louisa
Nelliston,New York,Montgomery
Cranesville,Pennsylvania,Erie
Rohrerstown,Pennsylvania,Lancaster
La Moille,Illinois,Bureau
Patton Village,California,Lassen
Tonica,Illinois,LaSalle
Boling,Texas,Wharton
Walker,Iowa,Linn
Dugger,Indiana,Sullivan
Gray Court,South Carolina,Laurens
Minatare,Nebraska,Scotts Bluff
Seligman,Arizona,Yavapai
Frankfort,Kansas,Marshall
Lomas,Puerto Rico,Canóvanas
Onamia,Minnesota,Mille Lacs
Arcadia University,Pennsylvania,Montgomery
Ferrelview,Missouri,Platte
McKenzie,Alabama,Butler
Browns Crossing,Indiana,Morgan
Morrison,Oklahoma,Noble
Salome,Arizona,La Paz
Deer Lake,Pennsylvania,Schuylkill
Loretto,Kentucky,Marion
Bonanza,Arkansas,Sebastian
Rosman,North Carolina,Transylvania
North Freedom,Wisconsin,Sauk
Riviera,Texas,Kleberg
McLean,Illinois,McLean
Sterling,Oklahoma,Comanche
Stockertown,Pennsylvania,Northampton
Pecan Hill,Texas,Ellis
Chickasaw Point,South Carolina,Oconee
Conway,North Carolina,Northampton
Millerton,California,Fresno
Bailey's Prairie,Texas,Brazoria
Polvadera,New Mexico,Socorro
Terrytown,Nebraska,Scotts Bluff
El Duende,New Mexico,Rio Arriba
Neopit,Wisconsin,Menominee
Waldron,Indiana,Shelby
Jeffersonville,Vermont,Lamoille
Ellsworth,Pennsylvania,Washington
San Pablo,New Mexico,Doña Ana
Stratton,Colorado,Kit Carson
Cherry Grove,Washington,Clark
Pleasant Ridge,Kentucky,Daviess
Taylortown,North Carolina,Moore
New Hamburg,New York,Dutchess
Esperanza,Puerto Rico,Vieques
McKnightstown,Pennsylvania,Adams
Milan,Georgia,Telfair
Lynch,Kentucky,Harlan
Matador,Texas,Motley
Lost Nation,Illinois,Ogle
Yukon,Pennsylvania,Westmoreland
San Mateo,New Mexico,Cibola
Augusta,Michigan,Kalamazoo
Lime Lake,New York,Cattaraugus
New Summerfield,Texas,Cherokee
Rushford Village,Minnesota,Fillmore
Benítez,Puerto Rico,Canóvanas
Twin Valley,Minnesota,Norman
Alexandria,South Dakota,Hanson
Patterson Heights,Pennsylvania,Beaver
Lake Eliza,Indiana,Porter
Oxford,Nebraska,Furnas
Hollis Crossroads,Alabama,Cleburne
Branchville,New Jersey,Sussex
Oxford,Maryland,Talbot
Oaktown,Indiana,Knox
Maple Rapids,Michigan,Clinton
Roanoke,Louisiana,Jefferson Davis
Savona,New York,Steuben
New Berlin,Texas,Guadalupe
Aspen Park,Colorado,Jefferson
Woodson,Arkansas,Pulaski
Prospect,Oregon,Jackson
Toughkenamon,Pennsylvania,Chester
La Cueva,New Mexico,Santa Fe
Saxton,Pennsylvania,Bedford
Vernon,Florida,Washington
Sequoyah,Oklahoma,Rogers
Ainsworth,Iowa,Washington
Congerville,Illinois,Woodford
Solon Springs,Wisconsin,Douglas
Manderson-White Horse Creek,South Dakota,Oglala Lakota
Grafton,Illinois,Jersey
Wadsworth,Nevada,Washoe
Healy,Alaska,Denali
Maricopa Colony,Arizona,Maricopa
Presque Isle Harbor,Michigan,Presque Isle
